Song.name,Artist.name,Song_popularity,Artist_popularity,Duration,Bars_confidence,Bars_start,Beats_confidence,Beats_start,End_of_fade_in,Familiarity,Key,Key_confidence,Loudness,Mode,Mode_confidence,Start_of_fade_out,Tatums_confidence,Tatums_start,Tempo,Terms_freq,Time_signature,Time_signature_confidence,Genre
Everyone make love,Cool cavemen,0.342908,0.382668,194.5073,0.413,0.6935,1,0.23083,0.549,0.453085,4,0.404,-78.24499,-12.061,1,0.428,188.947,0.636,0.23083,130.02,0.908744,4,rock
I'm Your Boogie Man,Cool Connection,0.342908,0.391243,164.54485,0.002,1.10628,0.773,0.4747,0.113,0.565482,11,0.172,-14.022,1,0.289,154.424,0.489,0.15991,97.243,0.921828,4,0.719,blues
Don't Wanna Be Here (Album Version),Cool For August,0.319566,0.353001,220.83873,0.422,0.52374,0.675,0.52374,0.25,0.44105,4,0.544,-14.87,1,0.543,210.083,0.247,0.2807,119.526,0.796354,7,0.741,blues
Do Or Die,Coolio Da Unda Dogg,0.40032,0.132946,307.98322,0.344,1.99055,0.423,0.62243,0,0.51649,2,0.712,-7.929,1,0.661,297.465,0,0.16888,101.375,1,3,0.799,classical
DoppelgA$?nger [Qliphothic Phantasmagoria],Coph Nia,0.239629,0.390361,378.04363,0.204,0.2792,0,0.2792,0,0.562386,0,1,-5.17,1,0.746,364.025,0.931,0.05387,140.043,0.806944,3,1,folk
Wide Awake In A Dream,Coraleena Ellis,0.342908,0.342627,122.51383,0.024,2.05987,1,0.7904,0.676,0.481704,2,0.144,-63.933358,-10.64,1,0.406,117.133,1,0.7904,98.173,1,4,country
Horse Doctor_ Come Quick,Corb Lund,0.40032,0.264351,166.76526,0,0.10649,0,0.10649,2.438,0.294678,9,0.506,-21.515,1,0.49,158.296,0.302,0.10649,51.142,0.979901,1,0,classical
Rock Guitar,Corderoy,0.40032,0.365302,109.03465,0.431,0.77603,0.51,0.21066,0.314,0.490898,0,0.103,-17.471,1,0.522,98.511,0,0.21066,108.718,1,4,0.609,classical
3 Spirit,Corderoy & U4IC DJ'S,0.40032,0.27712,459.31057,0.008,0.96309,0.548,0.37439,0.379,0.331874,4,0.566,-14.117,1,0.542,451.1,0.304,0.37439,100.394,1,4,0,blues
MVP,Corey / Shaquille O'Neal,0.342908,0.33393,128.62649,0.035,0.91965,1,0.18672,0.065,0.595651,11,0.55,-8.357,1,0.571,123.6,0.368,0.18672,83.872,1,3,0.272,pop
Somebody Has Stolen My Girl,Cornel Campbell,0.450992,0.422127,156.62975,0.087,3.2378,0.737,2.63141,3.39,0.603383,9,0.297,-63.933358,-13.056,1,0.44,150.332,0.521,2.63141,96.695,0.959672,3,blues
Give Your Love To Me,Cornell Campbell,0.30417,0.479187,330.73587,0.171,0.54395,0.171,0.54395,0,0.674919,4,0.633,-118.24532,-8.163,1,0.584,330.736,0,0.11371,93.42,1,1,blues
Got To Tell The People,Cornell Campbell,0.480237,0.370541,232.48934,0.126,1.15154,0.849,1.15154,0.898,0.537385,5,0.694,-6.388,0,0.735,218.552,0.171,0.98063,85.96,0.944663,4,0.485,folk
Just My Imagination,Cornell Campbell,0.873702,0.586433,241.52771,0.381,1.03723,0.775,0.48534,0,0.804524,10,0.532,-63.933358,-7.255,0,0.523,229.837,0.585,0.07522,108.264,0.999766,4,pop
I Don't Wanna be A Star,Corona,0.436752,0.514206,245.52444,0.026,0.38035,0.604,0.38035,0.792,0.687489,10,0.009,-7.956,0,0.29,241.621,0.463,0.16894,137.89,1,4,0.756,blues
I Gotta Keep Dancing,Corona,0.342908,0.342908,0.282402,162.82077,0.238,0.6287,0.362,0.27586,0.392,0.221726,2,-63.933358,-17.204,1,0.209,148.393,0.362,0.27586,168.106,1,3,classical
You Gotta Be Movin',Corona,0.40032,0.231015,307.722,0.015,1.04515,1,0.17261,0.136,0.532678,7,0.812,-6.497,1,0.47,291.643,0.877,0.17261,137.963,0.830146,4,0,hip-hop
Hot Weiners (All The Way),Cotton Candy,0.342908,0.44914,350.4322,0.854,0.15029,0.854,0.15029,0.311,0.637181,10,0.642,-0.12714,-10.587,0,0.552,323.733,0.424,0.15029,106.58,0.972884,1,folk
The Windsor Tap Recap,Cotton Candy,0.342908,0.405597,294.13832,0.127,1.06934,0.467,0.41174,0,0.536656,1,0.527,-4.603,1,0.384,288.322,0.122,0.19218,93.328,0.864452,4,1,blues
No Night In Zion - Original,Count Ossie,0.342908,0.224284,288.67873,0.067,0.74936,0.963,0.74936,0.415,0.231838,4,0.809,-11.603,1,0.317,276.77,0.849,0.47232,108.533,1,3,0.828,country
Coven In Charing Cross,Coven,0.334707,0.461027,215.50975,0.019,0.77676,0.997,0.25403,0.194,0.601246,0,0.168,-5.038,0,0.455,205.346,0.636,0.08207,116.446,1,4,0.446,country
Disconnected,Cowboy Mouth,0.342908,0.365514,224.05179,0.076,0.23761,0.696,0.23761,0.223,0.35343,11,0.071,-16.386,0,0.152,214.988,0.696,0.23761,248.079,0.810388,4,0,country
Jenny Says,Cowboy Mouth,0.342908,0.405178,375.562,0,1.37444,0,1.37444,3.884,0.567279,2,0.169,-122.42005,-15.202,1,0.327,370.84,0.075,1.11498,116.806,1,1,blues
My Little Blue One,Cowboy Mouth,0.84902,0.488944,243.9571,0.038,2.35961,0.805,1.4857,1.193,0.630309,7,0.598,-10.847,1,0.664,230.824,0.399,1.26448,137.937,1,4,0.117,punk
Go Back,Crabby Appleton,0.342908,0.333663,287.65995,0.084,0.69278,0.792,0.10837,0.229,0.486563,7,0.452,-12.178,1,0.555,267.366,0.002,0.10837,100.811,0.90279,4,0.304,country
Dr. Bernice,Cracker,0.342908,0.386669,170.81424,0.165,3.34013,0.042,0.31916,0,0.516444,4,0.64,-82.45927,-9.681,1,0.6,164.809,0.042,0.31916,107.584,1,4,pop
My Life Is Totally Boring Without You,Cracker,0.342908,0.301247,201.56036,0.016,1.01395,1,0.23529,0.177,0.51274,11,0.009,-4.859,0,0.099,194.781,0.745,0.04111,153.602,0.951024,4,0.66,rock
Shake Some Action,Cracker,0.270776,0.521727,239.67302,0.363,0.62209,1,0.06318,0.178,0.774037,7,0.697,-4.879,0,0.745,234.144,0.565,0.06318,214.941,1,4,0.631,punk
Summer Dying Fast,Cradle Of Filth,0.21508,0.458697,170.1873,0.087,1.28213,0.289,0.35229,0.165,0.756791,1,0.676,-4.149,0,0.542,161.576,0.987,0.04216,129.956,1,5,1,hip-hop
Sweetest Maleficia (Album Version),Cradle Of Filth,0.520527,0.75515,282.85342,0.374,1.04457,0.556,1.04457,7.941,0.765357,9,0.57,-7.341,1,0.575,282.853,0.087,0.80529,125.958,0.958328,4,0.515,pop
Alone in Love,Craig Wedren,0.342908,0.384231,309.57669,0.076,0.82902,0.192,0.37698,3.065,0.641354,1,0.579,31.25536,-8.907,0,0.429,296.118,0.089,0.1475,130.017,0.940139,4,pop
Get Picked Up,Crazy Girl,0.342908,0.360446,159.99955,0.224,1.99231,0,1.56724,4.603,0.585683,9,0.677,-14.883,1,0.497,143.11,0.21,1.56724,145.618,0.924399,4,0.022,pop
Get Picked Up (Niyi Can't Mix Version 1),Crazy Girl,0.40032,0.422576,340.79302,0.639,0.33845,0.639,0.33845,0.287,0.447914,6,0.374,33.74831,-84.39111,-2.871,1,0.436,324.795,1,0.33845,110.058,0.983164,pop
Dance_ Dance_ Dance  (Album Version),Crazy Horse,0.334707,0.447935,251.402,0.154,0.35759,0.55,0.35759,0,0.636424,7,0.655,43.64856,-79.38533,-7.225,1,0.807,240.477,0.652,0.35759,121.795,1,rock
Dirty_ Dirty  (Album Version),Crazy Horse,0.40032,0.433721,54.15138,0.716,0.07662,0.716,0.07662,0,0.305178,2,0.288,-18.446,1,0.36,54.151,0.564,0.07662,78.437,1,1,0.913,punk
Downtown (Album Version),Crazy Horse,0.438546,0.360871,288.65261,0.086,0.31994,0.604,0.31994,0.087,0.679012,3,0.314,-6.225,0,0.387,281.269,0.958,0.13322,159.991,1,4,1,hip-hop
E se tu lontana sei,Crazy Horse,0.342908,0.405597,186.14812,0.002,0.69235,1,0.14843,0.34,0.565396,1,0.001,-2.644,1,0.108,180.518,0.449,0.14843,110.459,1,4,1,bass
Going Home (Album Version),Crazy Horse,0.40032,0.408635,141.58322,0.577,0.14354,0,0.14354,0.392,0.386363,0,0.343,-118.24532,-14.502,0,0.469,133.039,0.363,0.14354,95.984,1,4,classical
Scratchy (Takes 1-3 / bonus track),Crazy Horse,0.342908,0.405597,229.51138,0.211,1.78304,0.82,0.13263,0,0.631482,2,0.121,-14.659,1,0.374,229.511,0.107,0.13263,220.026,0.971959,7,0.476,bass
Proud mary,Creedence Clearwater Revisited,0.40032,0.282402,208.32608,0.173,1.45876,0.239,0.67199,0.35,0.221726,5,0.1,-9.823,1,0.367,201.979,0,0.27702,83.057,1,4,0.642,classical
Have You Ever Seen The Rain,Creedence Clearwater Revived,0.249066,0.555138,34.42893,0.502,1.59641,0.535,0.77709,0.177,0.815923,8,0.459,-63.933358,-12.088,1,0.428,34.429,0.21,0.42216,86.056,0.946256,4,rap
I Heard It Throught The Grapevine,Creedence Clearwater Revived,0.51831,0.511526,266.89261,0.024,0.82191,0.985,0.31416,0.195,0.684895,4,0.463,-63.933358,-8.198,0,0.509,259.164,0.796,0.05964,120.271,0.999906,4,pop
A Disconsolate Winter Landscape,Crematorium,0.342908,0.323219,181.39383,0.055,1.75564,0.362,0.64819,0,0.516407,8,0.024,-7.412,1,0.401,174.719,0.225,0.37669,103.14,1,4,1,rock
Dying Under A Binary Star,Crematorium,0.635291,0.445222,96.65261,0.401,2.6652,0.493,2.6652,13.88,0.64203,11,0.055,-8.958,1,0.368,96.653,0.078,2.3927,120.502,1,3,1,rock
Unlearn,Crematorium,0.342908,0.272385,369.24036,0.113,3.98705,0.51,0.8522,5.294,0.406167,4,0.561,-7.803,0,0.531,344.735,0.108,0.59356,78.601,1,5,0.452,rock
Many Weapons Many Men,Criminal Class USA is Hush Hush Revolution,0.638228,0.326236,216.89424,0.175,0.50239,0.897,0.14845,0.27,0.530631,9,0.712,-5.893,1,0.556,207.981,0.308,0.14845,160.158,1,4,0.835,pop
Bag A! l'ame,Cristina Pato - Mutenrohi,0.342908,0.367869,166.03383,0.055,1.11938,0.843,0.49919,0.462,0.54646,9,0.12,-74.00712,-13.589,0,0.203,161.634,0.67,0.49919,109.057,0.981096,4,blues
God Is The Answer (Footprints In The Sand Album Version),Cristy Lane,0.543524,0.422721,393.63873,0.056,1.53651,0.577,0.21007,0.179,0.618692,1,0.421,-74.00712,-6.619,1,0.155,379.478,0.778,0.0626,135.503,1,5,hip-hop
It Came Upon A Midnight Clear,Cristy Lane,0.664542,0.381044,286.53669,0.011,1.224,0.731,0.62906,0,0.491459,1,0.143,-63.933358,-6.292,0,0.475,255.565,0.256,0.32321,98.513,0.93821,4,rock
Making Up For Lost Time (Footprints In The Sand Album Version),Cristy Lane,0.342908,0.405597,182.17751,0.035,1.33209,0.791,0.33269,0.276,0.027618,6,0.247,-5.065,0,0.323,179.154,1,0.08179,120.103,1,3,0.763,classical
A Fall Song,Cross Country,0.40032,0.049034,44.19873,0.137,3.31764,0.987,0.22925,0,0.334543,0,0,-17.472,1,0,44.199,0,0.22925,79.05,0.941262,7,0.115,folk
In The Midnight Hour,Cross Country,0.40032,0.4639,293.92934,0.005,0.86182,0.842,0.41175,0.386,0.71881,1,0.036,-13.615,1,0,289.942,0.523,0.18101,131.977,0.923736,4,0.641,rap
Tastes So Good To Me,Cross Country,0.342908,0.405597,81.91955,0.178,0.61744,1,0.03076,0,0.359694,7,0.488,-18.379,1,0.529,81.92,1,0.03076,207.409,0.899176,3,1,blues
No Quarter,Crowbar,0.466305,0.498395,292.8322,0.016,0.65257,0,0.20769,3.344,0.703349,9,0.295,-84.59334,-4.953,1,0.196,273.589,0.105,0.20769,133.306,1,4,rock
Ride Out Dip,Crucial Conflict,0.608339,0.485682,203.49342,0.227,0.35469,0.765,0.35469,0.316,0.78031,6,0.107,-7.913,0,0.492,189.306,0.625,0.35469,91.003,0.969925,3,1,rock
She's My Woman,Crusaders,0.580704,0.461023,238.21016,0.099,1.20975,0.815,0.23578,0.067,0.604259,11,0.046,-63.933358,-9.02,1,0.407,233.935,0.356,0.23578,122.166,1,4,country
He's A Rebel,Crystals,0.342908,0.382593,332.45995,0.023,0.56375,0.34,0.18907,0.264,0.609637,2,1,-63.933358,-13.607,1,0.637,328.255,0.34,0.18907,159.869,1,4,blues
Mudhump,C-Side & Petit Mal,0.265861,0.338947,314.06975,0.404,0.71705,0.971,0.0709,0.165,0.492441,0,0.445,-10.203,1,0.521,302.231,0.304,0.0709,91.979,1,4,0.833,blues
One Day At A Time,Cumberland Quartet,0.342908,0.353034,220.05506,0,0,0,0,2.856,0.430025,0,0.435,-25.585,0,0.678,193.643,0.151,0.88626,123.197014,1,1,0.927,classical
Pariah,Cursed,0.342908,0.466224,289.4624,0.954,0.32171,0.856,0.32171,0.194,0.71138,8,0.127,-76.6096,-22.104,1,0.802,279.87,0.35,0.32171,104.667,1,4,classical
Lucindy,Curt Bois,0.845088,0.653897,259.5522,0.608,0.94238,0.809,0.23693,0.194,0.878811,2,0.018,-8.686,1,0.352,246.451,0.759,0.23693,85.159,0.939101,4,0,blues
Reg mich nicht auf_ Johanna,Curt Bois,0.299877,0.404393,82.9122,0.798,0.37326,0.798,0.37326,0,0.640048,9,0.552,-118.24532,-16.673,1,0.489,82.912,0.427,0.37326,64.259,1,1,rock
Not Going Back Again,Curtis,0.40032,0.377473,159.08526,0.048,0.70955,0.974,0.16815,0.082,0.490194,6,0.585,-6.856,1,0.337,154.686,0.989,0.16815,115.616,1,4,1,pop
Superstar Dog,Curtis,0.342908,0.405597,169.16853,0.848,0.33303,0.848,0.33303,0.177,0.034543,7,0.806,-7.812,1,0.786,159.852,0.374,0.17748,190.605,1,1,0,classical
The River,Curtis,0.342908,0.405597,363.20608,0.382,0.49085,0.382,0.49085,0.218,0.359678,2,0.626,-12.935,1,0.556,352.984,0.515,0.25701,85.551,0.963182,1,0,blues
People Never Give Up,Curtis Mayfield,0.561019,0.344171,98.89914,0.683,1.25005,0.683,1.25005,0,0.475301,4,0.345,-7.268,1,0.418,98.899,0.239,1.08474,182.57,0.990162,1,0,rock
Soul Music (ReMastered),Curtis Mayfield,0.342908,0.550212,201.06404,0.574,1.04239,1,0.43829,0.52,0.747557,6,0.665,-8.011,0,0.525,190.02,0.93,0.13655,96.058,0.946591,4,0.99,rap
Superfly (Single Mix Version),Curtis Mayfield,0.342908,0.333557,264.61995,0.672,0.65932,0.672,0.65932,0.194,0.439094,11,0.522,-8.224,0,0.447,256.569,0.498,0.4079,117.295,1,1,0.253,blues
This Year (ReMastered),Curtis Mayfield,0.342908,0.405352,424.12363,0.003,0.0462,0.968,0.0462,0,0.596846,8,0.466,-10.683,0,0.437,403.331,1,0.0462,130.006,1,4,0.628,bass
You Better Stop,Curtis Mayfield,0.473347,0.47726,185.0771,0,0.25635,0,0.25635,3.82,0.770814,3,0.232,-98.70853,-11.824,1,0.483,183.037,0.035,0.05889,144.099,0.999638,1,blues
Cold Youth,Cut Copy,0.496796,0.423976,175.22893,0,0.22326,0,0.22326,0,0.634765,5,0.281,-80.73486,-1.672,0,0.305,169.378,0.485,0.03159,158.018,0.964376,1,punk
Future,Cut Copy,0.342908,0.343428,150.72608,0.382,0.56952,0.603,0.56952,0.194,0.487357,2,0.624,-8.215,0,0.557,147.278,0.76,0.06612,94.257,1,4,0.507,folk
Unforgettable Season,Cut Copy,0.405116,0.372315,292.5971,0.013,1.15664,1,0.18943,0.142,0.526127,4,0.24,-5.193,0,0.259,283.162,1,0.18943,123.978,0.875656,4,1,folk
She's Got A Brain (Leli / Zimmerman),Cutting Edge,0.682205,0.51485,352.49587,0,0.40561,0,0.40561,0,0.710203,11,0.762,-63.933358,-5.827,0,0.579,347.638,0.036,0.40561,105.05,1,1,rock
Slangen I Paradis,Cutting Edge,0.40032,0.33012,351.50322,0.306,0.70102,0.306,0.70102,0.125,0.449178,9,0.465,-2.937,0,0.459,340.561,0.761,0.19357,98.246,1,1,0.149,folk
Tune In,Cutting Edge,0.640684,0.429261,249.83465,0.442,1.70231,0.278,0.49447,0.165,0.664691,5,0.269,-4.73,1,0.042,234.963,1,0.19376,100.058,1,4,0.683,blues
Cry Of The Earth,Cybertribe,0.342908,0.391371,498.80771,0.035,1.66435,0.616,1.66435,3.082,0.566531,8,0.611,-23.576,1,0.724,489.436,0.198,1.09552,53.766,0.932296,3,0.894,rock
I'll Be Better,Cyndi Wang,0.52037,0.526183,269.81832,0,0.33456,0,0.33456,3.738,0.736677,9,0.627,-118.24532,-5.93,1,0.568,261.544,0.078,0.15866,164.925,1,4,punk
Mauna Loa (Vocal),Cyril Pahinui,0.40032,0.36017,151.19628,0.005,0.82934,0.559,0.14369,0,0.541231,10,0.639,-80.07691,-14.243,1,0.511,146.86,0.019,0.14369,87.899,0.975305,4,blues
T.V. & Movies,D' Militante,0.334707,0.419408,182.49098,0.096,5.09135,1,0.35079,0.195,0.693328,11,0.023,-83.04792,-12.007,1,0.289,175.438,0.151,0.35079,67.56,0.887425,7,blues
Girl Nation [Live],D.A.D.,0.563755,0.440715,174.99383,0.024,0.66608,0.598,0.06538,0.148,0.68743,7,0.143,-5.189,1,0.216,165.1,0.197,0.06538,100.119,0.943912,4,0.716,rap
Sleeping My Day Away [Live],D.A.D.,0.342908,0.351718,141.47873,0.208,0.72013,0.817,0.22249,0.188,0.551435,2,0.536,-11.852,1,0.534,138.112,0.265,0.22249,120.546,1,4,0.93,country
Wild Talk [Live],D.A.D.,0.353261,0.316156,156.682,0.077,0.83132,1,0.04315,0.369,0.437194,5,0.714,-87.21724,-12.839,1,0.7,151.679,0.954,0.04315,78.453,1,3,blues
Que paso,D.A.R.,0.342908,0.405597,172.59057,0.914,0.10427,0.914,0.10427,0.165,0.48961,7,0.729,-89.26212,-15.134,1,0.64,166.104,0,0.10427,104.579,0.884013,1,blues
Quiere Novio,D.A.R.,0.342908,0.589856,308.63628,0.137,0.8067,0.791,0.36482,0.316,0.793708,7,0.793,-10.997,1,0.646,294.121,0.791,0.36482,128.205,0.999762,4,0.6,pop
Freeword,D.O.W.N.,0.342908,0.554291,158.11873,0.145,0.59895,0.315,0.59895,0.125,0.561131,4,0,-63.933358,-4.795,0,0.113,151.092,0.378,0.16895,94.898,1,3,punk
Hustlin',D.O.W.N.,0.342908,0.456631,229.09342,0.018,0.72436,0.686,0.14102,0.264,0.675003,0,0.643,-8.226,1,0.458,221.199,0.513,0.14102,208.416,1,4,0,country
I Don't Give A F**K,D.O.W.N.,0.342908,0.465492,328.4371,0.035,0.97006,0.531,0.14698,0.106,0.722734,7,0.495,-63.933358,-13.002,1,0.51,323.111,0.95,0.14698,143.85,0.894675,4,pop
I Don't Give a F**k,D.O.W.N.,0.342908,0.375207,264.6722,0.08,0.33192,0.364,0.33192,0,0.519734,0,0.153,-63.933358,-7.228,0,0.307,243.989,0.862,0.33192,117.004,1,4,rap
I Luv Dat Too,D.O.W.N.,0.40032,0.405597,409.70404,0.062,0.5805,0.699,0.10039,0,0.498538,11,0.96,-5.516,1,0.739,404.596,0.977,0.10039,125.016,1,4,0.266,blues
Gangsta Lean (Gangstapella),D.R.S.,0.620458,0.550423,206.44526,0.273,0.6921,0.589,0.15105,0.096,0.842193,6,0.525,-4.46,0,0.553,203.767,0.798,0.15105,114.929,0.999934,3,1,rock
Living The Dream,D:Fuse,0.342908,0.60663,250.06975,0.315,0.06537,1,0.06537,0.247,0.686989,0,0.002,-6.748,1,0.118,242.289,0.727,0.06537,129.07,1,4,0.715,hip-hop
Stereo + Video,D:Fuse vs The Scumfrog,0.342908,0.34914,180.63628,0.015,0.43822,1,0.43822,0.198,0.539112,11,0.379,-0.12714,-16.701,0,0.499,174.539,0.833,0.21731,136.69,1,4,rock
Nom' Mayi,DA(c)dA(c) Saint Prix_ Pakatak,0.355286,0.366833,216.78975,0.294,2.74732,0.483,0.4343,0,0.475318,7,0.648,-11.212,0,0.551,211.052,0.09,0.17789,116.432,0.943926,4,1,pop
BalansA(c)y lala (featuring Tanya St Val) (feat. Tanya Saint-Val),DA(c)dA(c) Saint-Prix,0.342908,0.415825,255.89506,0.037,0.97993,1,0.97993,3.048,0.556721,5,0.958,-63.933358,-10.455,1,0.67,255.895,0.14,0.97993,89.21,1,4,rock
Tout moun sou do,Daan Junior,0.342908,0.543706,209.13587,0.232,0.78353,0.792,0.32536,0.513,0.676756,11,0.337,-63.933358,-8.852,0,0.429,201.096,0.371,0.09628,123.438,0.999951,7,rock
Le Precipice,Daara J,,,,,,,,,,,,,,,,,,,,,,
Above Lucium (LP Version),Daath,0.30417,0.482432,283.0624,0.011,1.2803,0.38,0.67925,0,0.638278,7,0,-8.691,0,0.183,283.062,0.128,0.27537,108.584,1,4,0.78,country
Cosmic Forge (LP Version),Daath,0.547953,0.36855,282.64444,0.907,0.25616,0.907,0.25616,0.334,0.588727,4,0.539,-13.98,1,0.649,271.563,0.664,0.25616,133.088,0.909447,1,0,pop
From The Blind (LP Version),Daath,0.239629,0.423564,191.13751,0.314,0.41849,1,0.04806,0.189,0.23344,1,0,-77.71758,-3.649,1,0.112,178.358,1,0.04806,162.944,0.999126,4,rock
When Your Ready,Dabbler,0.433005,0.340633,195.10812,0.025,0.59053,0.805,0.1907,0.148,0.558384,10,0.301,-7.551,0,0.439,189.318,1,0.1907,158.103,0.988475,4,1,pop
Bluesanova,Daddy Dog,0.720275,0.385425,52.79302,0.009,2.00058,0.528,2.00058,2.479,0.605762,1,0.521,-13.149,1,0.522,48.03,0.203,2.00058,146.852,1,3,0.347,hip-hop
A Lo Clasico,Daddy Yankee,0.342908,0.364969,229.45914,0.118,0.9431,1,0.20608,0.189,0.555496,4,0.923,-91.96148,-8.705,0,0.574,213.49,0.979,0.02846,163.969,1,4,rock
Baila Girl_ Todo Hombre Llorando Por Ti,Daddy Yankee,0.368414,0.370829,168.69832,0.962,0.29708,0.962,0.29708,0.293,0.546789,0,0.733,-8.275,1,0.576,166.052,0.499,0.11522,152.168,0.973563,1,0,folk
Descontrol,Daddy Yankee,0.342908,0.240098,228.0224,1,0.08925,1,0.08925,4.232,0.391109,5,0.334,-6.828,1,0.324,228.022,0.705,0.08925,118.796,0.900399,1,0.802,rock
Llamado De Emergencia,Daddy Yankee,0.342908,0.355491,145.84118,0.161,0.28358,0.161,0.28358,0,0.471895,4,0.583,16.3688,-14.528,0,0.637,141.462,0.161,0.28358,202.496,1,1,soundtrack
Controlando El Area,Daddy Yankee / Bounty Killer,0.342908,0.405597,184.73751,1,0.22253,1,0.22253,0.16,0.48961,4,0.578,-89.26212,-16.589,1,0.504,178.109,0.845,0.22253,91.589,0.884013,1,blues
Que Vas A Hacer?,Daddy Yankee / May-Be,0.531722,0.371711,184.45016,0.383,1.91526,0,0.53272,2.978,0.55272,9,0.75,-16.45,0,0.692,178.434,0.225,0.1976,85.131,0.914735,4,0.938,pop
Da Funk,Daft Punk,0.342908,0.481976,211.66975,0.014,1.01506,0.447,0.2247,0,0.810697,9,0.876,-73.94888,-10.906,1,0.723,199.593,0.639,0.2247,154.038,0.923648,4,rock
Kathe Mera Kathe Nihta (2005 Digital Remaster),Dakis,0.773195,0.80422,246.43873,0.001,0.48067,0.447,0.48067,0.107,0.833179,7,0.044,-63.933358,-6.025,1,0.573,235.096,0.885,0.16007,93.982,1,4,pop
Min Xechnas (Forse),Dakis,0.645943,0.546384,164.20526,0.023,0.50137,0.59,0.50137,0,0.832757,5,0.533,-72.92496,-3.856,0,0.562,164.205,0.447,0.27164,134.804,1,4,punk
Perasmena Mesanihta,Dakis,0.21508,0.461558,242.28526,0.078,0.5879,0.974,0.19126,0.16,0.630929,6,0.112,-0.12714,-10.481,0,0.204,230.284,0.609,0.19126,152.02,0.832842,4,pop
Sentimento (Asteri_ Asteraki),Dakis,0.342908,0.378414,215.53587,0.236,2.07342,0.735,0.67781,8.098,0.475028,1,0.473,-7.547,1,0.595,208.225,0.695,0.2118,86.06,0.999002,5,0.662,folk
Tha Mino Pia Sto Parelthon (2005 Digital Remaster),Dakis,0.342908,0.405597,243.80036,0.692,0.46126,0.692,0.46126,0.411,0.42106,7,0.55,-11.451,0,0.624,231.451,0.412,0.46126,123.437,1,1,0.608,blues
Tsai Me Lemoni (2005 Digital Remaster),Dakis,0.476435,0.531437,254.51057,0.359,1.51315,0,0.35222,2.81,0.822843,10,0.347,-63.933358,-3.858,0,0.567,250.973,0.069,0.05874,104.99,1,3,rap
Alive,Dala,0.40032,0.374863,100.85832,0.26,1.09675,0,0.65712,0,0.59902,10,0.045,-19.794,1,0.344,100.858,0,0.65712,152.258,1,4,0.487,folk
Pretty Little Thing,Dale Hawkins,0.40032,0.287603,337.76281,0.227,2.15996,0.039,0.557,0.354,0.550458,1,0.247,-5.623,1,0.314,337.763,0.039,0.557,223.323,0.966129,7,0.847,rock
Wish I Hadn't Called Home,Dale Hawkins,0.40032,0.328553,189.93587,0.859,0.13245,0.859,0.13245,0.34,0.489816,10,0.266,-11.769,0,0.123,176.75,0.91,0.13245,111.214,0.905093,1,0,blues
Hornpipes: The First of May / the New Century,Dale Russ / Finn MacGinty,0.48829,0.39662,232.38485,0.001,1.12374,1,0.16211,0.142,0.691973,11,0.175,-5.797,0,0.539,229.756,1,0.16211,124.995,0.982259,4,1,bass
Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,Dale Russ / Finn MacGinty,0.525497,0.368054,171.49342,0.862,0.25549,0.862,0.25549,0.179,0.572501,8,0.41,-63.933358,-14.876,1,0.188,171.493,0.788,0.25549,136.915,0.971619,1,blues
Gora Gora Badan,Daler Mehndi,0.40032,0.439292,254.1971,0.038,0.73797,1,0.23954,5.114,0.576165,10,0.645,-5.764,0,0.665,249.243,1,0.23954,120.01,1,4,0.04,blues
Teri Nau Ke Paune Teen,Daler Mehndi,0.342908,0.274198,176.16934,0.005,1.58372,0.857,0.65479,0.38,0.35913,10,0.211,-14.714,0,0.322,163.399,0.704,0.42703,125.303,1,4,0.484,blues
Rang De Basanti,Daler Mehndi;Chitra,0.545937,0.467886,102.94812,0.742,0.34174,0.742,0.34174,0.316,0.691851,9,0.474,-1.9086,-7.42,1,0.512,97.263,0.585,0.15796,161.196,0.961938,1,pop
A Broken Heart,Dallas Holm,0.342908,0.434137,262.89587,0.132,1.77743,0,0.14226,0,0.716284,4,0.665,-63.933358,-4.656,0,0.606,262.896,0.274,0.14226,113.361,1,5,rap
Here We Are,Dallas Holm,0.450762,0.348553,208.40444,0.269,0.79451,0.597,0.34079,0.073,0.581029,1,0.808,-10.223,1,0.73,200.916,0.78,0.1111,127.434,0.993884,4,0.532,rock
Song Of Australia - Canto 6 (2009 Digital Remaster),Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers,0.566988,0.535408,264.69832,0.1,0.43373,0.995,0.05059,0,0.916058,9,0.594,-5.871,1,0.509,251.141,0.995,0.05059,156.097,1,4,1,punk
Joy To The World,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,0.233245,0.333585,324.98893,0.15,0.38998,0.863,0.05571,0.342,0.534444,5,0.462,-77.51329,-13.159,1,0.352,311.438,0.628,0.05571,178.721,0.905787,4,rock
Pray (Album Version),Damita,0.425125,0.512197,256.13016,0.21,0.98933,0,0.28885,0,0.528308,11,0.817,-4.316,0,0.775,253.411,1,0.11178,174.293,1,3,1,hip-hop
Face To Face,Damita Jo,0.342908,0.464152,238.10567,0.037,1.2163,0.825,0.07751,0,0.668056,1,0.58,-63.933358,-20.18,1,0.475,238.106,0.825,0.07751,103.929,1,3,classical
