id,song,artist,songpop,artistpop,Duration,Genre
3252,Crash And Burn [Home Demo],Funeral For A Friend,0.342908,0.372393,223.73832,classical
3253,Juneau [Live],Funeral For A Friend,0.342908,0.423071,169.84771,blues
3256,Everybody's Blues,Furry Lewis,0.342908,0.316692,405.41995,pop
3259,I Will Turn Your Money Green (Tk. 1),Furry Lewis,0.342908,0.365514,227.52608,country
3264,Heavenly Father,FU-Schnickens,0.342908,0.313569,161.93261,folk
3268,Big Fella,Fuzz,0.342908,0.306439,128.96608,rock
3269,Blues 666,Fuzz,0.342908,0.438702,359.65342,rap
3271,Hurry Hurry Baby (Dj Edit),Fyah Blaze,0.342908,0.440992,230.47791,pop
3273,Tony Yayo Explosion,G Unit feat. 50 Cent,0.342908,0.302716,211.64363,blues
3277,El Cumbanchero,GA1/4nter Noris,0.342908,0.584117,403.61751,rock
3278,Tigerauge Rock,GA1/4nter Noris,0.342908,0.318459,282.09587,bass
3279,Was Machst Du Mit Dem Knie_ Lieber Hans?,GA1/4nter Noris,0.342908,0.364385,107.28444,classical
3280,Caray!,Gabinete Caligari,0.342908,0.347548,192.78322,folk
3282,Viaje Al Averno,Gabinete Caligari,0.342908,0.317037,148.16608,bass
3286,Devon,Gabriel Yared,0.342908,0.384611,173.68771,country
3287,La clA(c) parfumA(c)e,Gabriel Yared,0.342908,0.398442,136.98567,classical
3288,Les chasseurs d'esclaves,Gabriel Yared,0.342908,0.281887,181.31546,country
3289,Ship in a Painting,Gabriel Yared,0.342908,0.279976,296.93342,blues
3291,Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero....,Gaetano Donizetti,0.342908,0.255666,234.57914,hip-hop
3294,El Barbero,Gaiteros de Pillopo,0.342908,0.264397,259.34322,bass
3298,Passin' The Faith Along,Gaither Vocal Band,0.342908,0.377853,237.63546,pop
3299,Camisa Amarela,Gal Costa,0.342908,0.423564,268.12036,rock
3301,Me Recuso,Gal Costa,0.342908,0.362903,167.20934,pop
3303,Noites Cariocas (Minhas Noites Sem Sono),Gal Costa,0.342908,0.373658,172.30322,rock
3311,Is It Love,Gang Of Four,0.342908,0.366628,420.07465,rock
3312,Mostly Tha Voice (Explicit),Gang Starr,0.342908,0.347512,320.1824,blues
3313,Say Your Prayers,Gang Starr,0.342908,0.405597,314.01751,classical
3314,The Planet (Explicit),Gang Starr,0.342908,0.80422,222.37995,pop
3318,Garfield - A Tail Of Two Kitties: Mirror Dance,GARFIELD,0.342908,0.480575,226.58567,pop
3320,SoA+-ando En Ti,Gary Hobbs,0.342908,0.304744,184.00608,folk
3322,All Your Love [Live 1999],Gary Moore,0.342908,0.34725,218.67057,rock
3324,Nothing's The Same,Gary Moore,0.342908,0.288727,235.54567,folk
3330,Paper Doll,Gary Nichols,0.342908,0.324885,156.23791,bass
3333,Runaway Train (LP Version),Geddy Lee,0.342908,0.405597,109.322,pop
3334,Gina,Geggy Tah,0.342908,0.379138,132.33587,bass
3335,Special Someone,Geggy Tah,0.342908,0.4584,274.18077,pop
3336,Bruttosozialprodukt,Geier Sturzflug,0.342908,0.540008,242.75546,rap
3337,Schwarzarbeit,Geier Sturzflug,0.342908,0.694129,207.09832,rock
3338,Und die Zeit vergeht,Geier Sturzflug,0.342908,0.405597,14.86322,hip-hop
3342,Sugar Coated Lover,Geiom Ft. Marita,0.342908,0.346358,142.65424,classical
3347,Festival Of Love,Gene Chandler,0.342908,0.469426,352.20853,pop
3349,Rainbow '65 (part 2) - Live,Gene Chandler,0.342908,0.318025,221.64853,folk
3351,Groove It,Gene Latter,0.342908,0.307108,280.45016,pop
3353,For Me This Is Happy,Gene Pitney,0.342908,0.453399,314.17424,rock
3354,Bad Boy Willie,Gene Simmons,0.342908,0.291699,138.57914,blues
3356,Haunted House,Gene Simmons,0.342908,0.434976,278.12526,rock
3357,Dancing With Myself (BBC In Concert 01/01/81),Generation X,0.342908,0.358682,183.562,folk
3358,English Dream (2002 Digital Remaster),Generation X,0.342908,0.599603,313.88689,rock
3360,Tennessee Blues (Album Version),Geoff Muldaur,0.342908,0.356984,160.73098,rock
3361,Ammohostos,George Dalaras,0.342908,0.405031,425.19465,pop
3365,Baltimore Oriole (2004 Digital Remaster),George Harrison,0.342908,0.242515,116.6624,punk
3367,Have Yourself A Merry Little Christmas (LP Version),George Huff,0.342908,0.345751,177.81506,rock
3369,Ol' Frank,George Jones,0.342908,0.324545,242.02404,rock
3370,Still Hurtin',George Jones,0.342908,0.417846,188.96934,hip-hop
3374,Dogs,George Lopez,0.342908,0.388113,143.67302,pop
3375,Kids In the Store,George Lopez,0.342908,0.457982,203.96363,pop
3376,Kids Now,George Lopez,0.342908,0.394922,207.09832,blues
3378,Memmer?... U Memmer!,George Lopez,0.342908,0.340333,73.03791,folk
3379,Memories,George Lopez,0.342908,0.310309,306.96444,folk
3383,Praying For Time,George Michael,0.342908,0.282624,253.12608,classical
3385,Better Way Of Life,George Nooks,0.342908,0.284824,102.37342,pop
3386,No One Knows,George Nooks,0.342908,0.312679,234.05669,folk
3387,TELL ME WHY,George Nooks,0.342908,0.301247,234.68363,rock
3391,"AuprA""s De Mon Arbre",Georges Brassens,0.342908,0.238696,176.5873,folk
3392,Colombine,Georges Brassens,0.342908,0.299558,353.69751,classical
3393,Comme hier,Georges Brassens,0.342908,0.405597,220.08118,punk
3395,Le ThA(c)AC/tre / Bof L'Important C'Est D'Aimer,Georges Delerue,0.342908,0.825639,142.23628,pop
3400,All Of You,Gerald Clayton,0.342908,0.384113,410.90567,punk
3402,Two Heads One Pillow,Gerald Clayton,0.342908,0.564006,181.15873,rock
3405,Soldats Ne Tirez Pas,Gerard Lenorman,0.342908,0.407373,25.88689,hip-hop
3406,Voici Les ClA(c)s,Gerard Lenorman,0.342908,0.292379,226.40281,rap
3407,Trumansburg Whistle,Gershon Kingsley,0.342908,0.453399,695.03955,rock
3410,La Nit De Reis,Gertrudis,0.342908,0.4191,473.46893,folk
3413,Garbage Dump,GG Allin,0.342908,0.469426,147.93098,pop
3415,Outskirts Of Life,GG Allin,0.342908,0.358501,225.33179,rap
3418,Matarlatanta,Ghorwane,0.342908,0.405597,265.29914,bass
3424,Long Way Home,Ginny Owens,0.342908,0.324435,166.68689,rock
3427,Apotoma,Giorgos Tsalikis,0.342908,0.405597,219.19302,classical
3430,Somos Gitanos,Gipsy Kings,0.342908,0.379961,146.72934,country
3433,Swinging Down the Lane,Gisele MacKenzie,0.342908,0.4584,497.13587,pop
3437,Bop Moon,Giuseppi Logan,0.342908,0.264368,295.02649,pop
3440,My Jesus_ I Love Thee,Glad,0.342908,0.349906,206.21016,rock
3445,Woodcarver,Glen Campbell,0.342908,0.272365,368.53506,blues
3446,Mornin' Glory,Glen Campbell And Bobbie Gentry,0.342908,0.302855,191.89506,bass
3447,Fall In Love,Glen Ricks,0.342908,0.405597,309.52444,pop
3449,Magic Carpet Ride - Original,Glen Ricks,0.342908,0.37296,217.62567,rap
3450,Out Of My Mind,Glen Ricks,0.342908,0.332871,147.77424,blues
3452,Love the One You're With,Glen Washington,0.342908,0.292663,216.58077,pop
3454,Sitting In The Park (Medley),Glen Washington,0.342908,0.562835,230.5824,blues
3456,Your Love,Glen Washington,0.342908,0.350651,181.36771,classical
3458,If Music Be The Food Of Love,Gloria,0.342908,0.377593,302.86322,classical
3461,Red Hot Pepper Pot,Gloria De Haven,0.342908,0.382847,178.38975,blues
3464,Le Pull Over,Gloria Lasso,0.342908,0.360813,232.48934,pop
3467,Termina La Feria,Gloria Lasso,0.342908,0.385471,279.84934,classical
3472,A Closure in Infinity,Goatwhore,0.342908,0.405597,252.13342,blues
3474,Gravedom,Goatwhore,0.342908,0.391222,199.05261,hip-hop
3475,Liar of Nastrond,Goatwhore,0.342908,0.242515,79.80363,punk
3478,No Regrets,Gob,0.342908,0.145191,189.59628,classical
3481,It Came Upon The Midnight Clear,Gold City,0.342908,0.393642,482.55955,bass
3483,What Child Is This?,Gold City,0.342908,0.359757,361.1424,classical
3484,Forgiveness,Goldfinger,0.342908,0.405597,160.31302,classical
3485,Get By (Disconnection Notice Bonus Track),Goldfinger,0.342908,0.417846,216.63302,hip-hop
3486,I'm Down,Goldfinger,0.342908,0.372393,248.63302,classical
3491,Watch Out for The Birdsongs,Goldfish,0.342908,0.349431,149.41995,blues
3494,Improv #1,Gonzalo Rubalcaba,0.342908,0.38894,188.99546,pop
3495,Infantil (Dedicated to John McLaughlin),Gonzalo Rubalcaba,0.342908,0.495307,348.60363,blues
3498,Yesterdays,Gonzalo Rubalcaba,0.342908,0.440108,171.12771,rock
3503,Just One Girl,Gordon MacRae,0.342908,0.160049,185.44281,classical
3504,Soliloquy (2001 Digital Remaster),Gordon MacRae,0.342908,0.448653,256.62649,blues
3510,White Light,Gorillaz,0.342908,0.558298,224.522,rap
3511,Morse,Gorki,0.342908,0.45966,301.87057,blues
3512,Broke Down On The Brazos (Album),Gov't Mule,0.342908,0.049034,277.75955,folk
3513,La Matanza,Grace Gale,0.342908,0.317627,343.50975,pop
3514,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),Grachan Moncur III,0.342908,0.299935,243.61751,blues
3515,It's Alright,Graham Central Station,0.342908,0.381627,194.71628,pop
3516,Frente A Tu Altar,Gran Coquivacoa,0.342908,0.383211,187.34975,blues
3518,Hechizo,Gran Coquivacoa,0.342908,0.854638,286.77179,hip-hop
3520,Son Sabroso,Gran Coquivacoa,0.342908,0.343509,141.19138,bass
3522,Versos Gaiteros,Gran Coquivacoa,0.342908,0.387147,193.38404,pop
3525,Please Me (24-Bit Digitally Remastered 02),Grand Funk,0.342908,0.457841,236.72118,hip-hop
3528,All American Boy,Grandpa Jones,0.342908,0.263509,158.1971,rock
3529,Don't Look Back,Grandpa Jones,0.342908,0.384799,156.21179,blues
3531,Falling Leaves,Grandpa Jones,0.342908,0.317845,557.68771,blues
3535,Chaco (Album Version),Grant Geissman,0.342908,0.363676,95.76444,blues
3536,Silent Movies (Album Version),Grant Geissman,0.342908,0.568492,229.51138,punk
3537,Give It To Me,Grayson Capps,0.342908,0.306804,281.59955,blues
3538,I See You,Grayson Capps,0.342908,0.331242,186.40934,pop
3539,Mermaid,Grayson Capps,0.342908,0.132384,246.49098,pop
3542,Heaven's Hero (Featuring Champion Of Love),Greater Vision,0.342908,0.187676,480.80934,classical
3547,Mom's Phone,Greg Vaccariello,0.342908,0.323635,134.1122,folk
3554,Deep Blue Sea (Daniel Rossen home recording),Grizzly Bear,0.342908,0.47079,98.32444,pop
3555,Little Brother,Grizzly Bear,0.342908,0.296269,251.01016,rock
3556,Come All Over Me,Groove Karma,0.342908,0.544258,281.05098,blues
3557,Selling Jolson A Baseball Team,Groucho Marx,0.342908,0.248756,218.14812,bass
3558,Show Fifteen with Bernard Sampson & Robert Sewell,Groucho Marx,0.342908,0.572028,37.642,rap
3559,Split Part One,Groundhogs,0.342908,0.362174,222.14485,blues
3564,Burma Diginin Eger Er,Grup Knar,0.342908,0.405597,240.22159,pop
3566,Ole Ola,Grupo Batuque,0.342908,0.360629,245.55057,pop
3568,Aunque Tu Mami No Quiera,Grupo Sierra Maestra,0.342908,0.371711,243.43465,pop
3569,Sensazioni a_b & c,Gruppo blues Marca,0.342908,0.339,227.39546,classical
3572,History Of Jody,Guitar Shorty,0.342908,0.544258,248.78975,blues
3573,Hello_ How Ya Been? Goodbye  (LP Version),Guitar Slim,0.342908,0.307367,217.88689,rock
3574,The Things That I Used To Do,Guitar Slim,0.342908,0.549204,176.5873,punk
3577,I Don't Want To Talk About It,G-Unit,0.342908,0.373863,192.67873,classical
3581,Locomotive (Complicity),Guns N' Roses,0.342908,0.427926,194.79465,classical
3587,Big Railroad Blues,Gus Cannon,0.342908,0.453732,214.83057,bass
3590,Le Bal Du P'tit Jardin,Gus Viseur,0.342908,0.405597,203.20608,classical
3592,La Vuelta,Gustavo A. Santaolalla,0.342908,0.39429,115.25179,classical
3593,Amo Dejarte Asi,Gustavo Cerati,0.342908,0.318021,178.88608,classical
3594,La Excepcion,Gustavo Cerati,0.342908,0.327057,114.83383,rock
3597,Endless Flight,Gustavo Santaolalla,0.342908,0.275198,268.53832,pop
3598,Moving Up,Gustavo Santaolalla,0.342908,0.380728,172.48608,country
3601,Let's Blame The Lightman,GWAR,0.342908,0.434622,321.20118,bass
3602,Slap U Around,GWAR,0.342908,0.51799,128.33914,blues
3603,Surf of Syn,GWAR,0.342908,0.291271,172.38159,classical
3607,New Friend Request (Amended Version),Gym Class Heroes,0.342908,0.424953,159.11138,bass
3609,Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,0.342908,0.362239,317.962,folk
3612,Lonely,Gyptian,0.342908,0.318911,140.43383,country
3619,Era um dia desses,HA(c)lio Ziskind,0.342908,0.154254,361.79546,bass
3620,Galopar,HA(c)lio Ziskind,0.342908,0.394922,384.54812,blues
3621,TelAa,HA(c)lio Ziskind,0.342908,0.267125,153.25995,classical
3624,Amor a Medias,HA-ASH,0.342908,0.32259,226.32444,rock
3628,Zhi Xiang Ni hui Yi,Hacken Lee,0.342908,0.438168,119.90159,rock
3629,Aff E'chad (Nobody) (Live),Hadag Nahash,0.342908,0.378443,165.72036,soundtrack
3632,Black Night,Halfway to Gone,0.342908,0.497051,16.92689,rock
3633,Turnpike,Halfway to Gone,0.342908,0.426643,232.48934,pop
3635,Perkiomen,Hall & Oates,0.342908,0.405597,232.72444,pop
3636,I've Been Thinking featuring Cat Power (Album Version),Handsome Boy Modeling School,0.342908,0.375653,431.51628,classical
3643,Send Me The Pillow You Dream On,Hank Locklin,0.342908,0.195532,339.51302,blues
3648,Peroxide Blond,Hank Penny,0.342908,0.472452,328.85506,blues
3649,Steel Guiter Stomp,Hank Penny,0.342908,0.405597,126.74567,pop
3651,Walkin' In The Snow,Hank Penny & Sue Thompson,0.342908,0.405597,29.54404,hip-hop
3654,No Comprimise_ No Regrets,Hanoi Rocks,0.342908,0.481339,228.04853,pop
3655,Walkin' Away,Hanoi Rocks,0.342908,0.38455,149.65506,pop
3658,Kinky Afro [Remastered Version],Happy Mondays,0.342908,0.586086,250.04363,pop
3659,Olive Oil,Happy Mondays,0.342908,0.322421,192.7571,soundtrack
3661,"Wrote For Luck (12"" - Remastered version)",Happy Mondays,0.342908,0.579442,227.73506,blues
3663,Opening,Harald Kloser / Thomas Wander / Thomas Schobel,0.342908,0.289903,268.61669,rock
3667,Going Out Tonight,HardNox,0.342908,0.404567,203.31057,rock
3671,Joe Avery's Piece,Harry Connick_ Jr,0.342908,0.338575,192.26077,blues
3672,Here Comes The Big Parade,Harry Connick_ Jr.,0.342908,0.405597,209.73669,blues
3674,Rendez-Vous,Harry Diboula,0.342908,0.30319,209.99791,pop
3678,Portobello Lass,Harry Lauder,0.342908,0.511546,454.1122,rock
3679,Shouther to Shouther (Shoulder to Shoulder),Harry Lauder,0.342908,0.622209,415.4771,rock
3681,Why Can't We Really Be Free,Harvey Averne,0.342908,0.314495,160.70485,bass
3683,Wahrheit,Hassan Annouri feat. Cassandra Steen,0.342908,0.206395,157.72689,bass
3685,Boxed In (Subzero),Hatebreed,0.342908,0.166568,234.70975,blues
3688,Supertouch/shitfit (Bad Brains),Hatebreed,0.342908,0.253785,338.23302,blues
3689,Beholder of Justice (Album Version),Hatebreed (int License),0.342908,0.512197,209.73669,hip-hop
3690,Between Hell and A Heartbeat [Explicit],Hatebreed (int License),0.342908,0.33393,321.67138,pop
3691,Hatesex (Reborn),Hatesex,0.342908,0.410541,197.58975,country
3695,The Anthem,Hatiras,0.342908,0.451999,221.83138,rock
3700,Pray (Instrumental Version),Head Horny's,0.342908,0.621085,316.76036,rock
3701,Are We Mindless?,Headhunter,0.342908,0.284261,222.24934,pop
3702,Don't Bogart,Headhunter,0.342908,0.404567,158.77179,rock
3707,Sag Ihnen Bescheid,Headliners,0.342908,0.363246,249.20771,classical
3710,Resurrection Man,Heaven 17,0.342908,0.368908,30.01424,bass
3712,Liberty,Heavenly,0.342908,0.367745,384.57424,pop
3714,Smile,Heavenly,0.342908,0.726174,311.19628,rock
3721,Gedroomd,Hef feat. Big2 & Dio,0.342908,0.52871,185.93914,rap
3723,Atomic Beat Boy (Album Version),Helen Love,0.342908,0.60663,234.65751,hip-hop
3727,First Boyfriend,Helen Love,0.342908,0.343466,376.16281,pop
3728,Rollercoasting,Helen Love,0.342908,0.298581,142.49751,rock
3729,Shifty Disco Girl,Helen Love,0.342908,0.586086,258.76853,pop
3731,The Sweetest Sounds,Helen O'Connell,0.342908,0.31921,203.44118,bass
3732,Rock The Night,Hellsongs,0.342908,0.425364,255.32036,rock
3733,Everybody Loves You,Helmet,0.342908,0.528795,144.77016,punk
3735,Street Crab,Helmet,0.342908,0.279483,139.17995,rock
3736,Tic,Helmet,0.342908,0.386441,175.82975,blues
3742,Pus-Filled Carcass,Hemdale,0.342908,0.481339,200.09751,pop
3756,Flowers On The Wall,Herb Alpert And The Tijuana Brass,0.342908,0.348462,243.53914,pop
3761,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des LA$?chelns"")",Herbert Von Karajan,0.342908,0.206395,163.36934,bass
3762,Si Mi Chiamano Mimila Boheme Act1 Remast,Herbert Von Karajan,0.342908,0.29154,151.84934,country
3763,Variations Sur Un Theme De Haydn Op51,Herbert Von Karajan,0.342908,0.402628,149.62893,country
3764,Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,Herbert von Karajan and Turin RAI Symphony Orchestra,0.342908,0.622209,469.60281,rock
3767,Halt mich,Herbstrock,0.342908,0.615454,313.70404,punk
3768,Little Cry For Him (Chorinho Pra Ele) (LP Version),Hermeto Pascoal,0.342908,0.400388,208.92689,folk
3773,45 Pounds,Hey Colossus,0.342908,0.376066,186.40934,hip-hop
3774,The Book of Disquiet,Hey Colossus,0.342908,0.279744,286.77179,hip-hop
3775,Amoria,Hi-Fi Companions,0.342908,0.334144,182.46485,blues
3778,Pork Chop Sandwich,Hinge,0.342908,0.29232,110.78485,punk
3781,Voodoo Chile,Hiram Bullock,0.342908,0.339408,144.63955,bass
3782,Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix),Hi-Tack,0.342908,0.405597,318.48444,pop
3784,John Dunbar Theme [Dances with Wolves],Hollywood Bowl Orchestra / John Mauceri,0.342908,0.405352,265.53424,bass
3788,Another Lesson (Album Version),Hoods,0.342908,0.416936,210.07628,hip-hop
3797,Hold On,Hot Chip,0.342908,0.405597,329.97832,classical
3798,No,Hot Chip,0.342908,0.607257,1.04444,pop
3799,Ready For The Floor (Radio Edit),Hot Chip,0.342908,0.246657,171.59791,blues
3800,Cabiria,Hot Club Of Cowtown,0.342908,0.347218,181.49832,blues
3802,God Rest Ye Merry Gentlemen,Hot Club Of Detroit,0.342908,0.566972,212.37506,rock
3803,Night Time,Hot Club Of Detroit,0.342908,0.360745,436.53179,classical
3804,I'm A Killer,Hot Live Guys,0.342908,0.378107,210.05016,folk
3806,Death Don't Have No Mercy,Hot Tuna,0.342908,0.411364,230.71302,pop
3809,Parchman Farm,Hot Tuna,0.342908,0.135144,204.38159,rock
3810,Like A Prayer (Tribute To Madonna),Hot Wire,0.342908,0.401239,202.70975,country
3812,Not Today,Hotwire,0.342908,0.272016,82.18077,hip-hop
3813,Rock Me Baby - Live,Hound Dog Taylor and The Houserockers,0.342908,0.319075,129.59302,blues
3815,Rock Bottom,House Of Lords,0.342908,0.429514,283.32363,bass
3821,She's Actin Bad,H-Town,0.342908,0.405597,166.03383,folk
3824,Sin Poderte Hablar,Huey Dunbar,0.342908,0.345718,247.77098,pop
3827,Anxiety,Humanzi,0.342908,0.436783,295.49669,pop
3829,30 Days In The Hole (Live),Humble Pie,0.342908,0.405597,224.07791,classical
3831,Lonely No More,Humble Pie,0.342908,0.357784,259.26485,hip-hop
3834,I'm On To You,Hurricane,0.342908,0.318834,173.19138,country
3836,So Small (Lullaby Rendition of Carrie Underwood),Hushabye Baby,0.342908,0.385124,124.47302,classical
3839,You Had Me From Hello (Lullaby Rendition of Kenny Chesney),Hushabye Baby,0.342908,0.294987,232.12363,rock
3842,Martha Served,I Hate Sally,0.342908,0.454848,253.28281,rock
3843,Carovana,I Nuovi Angeli,0.342908,0.267026,220.3424,folk
3844,Grow Proper,I Wayne,0.342908,0.415897,242.59873,folk
3845,Big Sister,I.N.T.,0.342908,0.372463,52.32281,punk
3846,Itsy Bitsy Spider,Ian Moore,0.342908,0.475834,353.95873,rock
3847,Shining,Ice,0.342908,0.199369,212.13995,folk
3848,Time Will Tell,Ice,0.342908,0.288579,147.43465,folk
3849,Under Attack,Ice,0.342908,0.580345,382.58893,rock
3851,Gangsta's Fairytale 2 (Explicit),Ice Cube,0.342908,0.405597,130.19383,pop
3852,When Will They Shoot? (Explicit),Ice Cube,0.342908,0.333794,118.85669,classical
3853,Why We Thugs (edited version),Ice Cube,0.342908,0.329195,378.06975,pop
3855,Slab Ridaz (feat. Lucky Luciano & Filero),Ice_ Lucky Luciano_ Filero,0.342908,0.576904,319.55546,rap
3857,Roter Rolls Royce,Ideal,0.342908,0.610731,308.76689,blues
3860,Lust for life (recorded during the us tour in 1986),Iggy Pop,0.342908,0.351024,190.92853,blues
3867,Profound Sound (Take Two Album Version),Ill Harmonics,0.342908,0.327526,179.01669,rock
3869,All I Ask For (Album Version),Ill Nino,0.342908,0.157267,172.12036,classical
3870,Nothing's Clear (Album Version),Ill Nino,0.342908,0.5378,166.26893,rock
3872,Ninja Mental,Illya Kuryaki And The Valderramas,0.342908,0.639798,242.15465,blues
3874,O Dikos Sou DJ,Imiskoubria,0.342908,0.583022,195.13424,rock
3875,To Pirame,Imiskoubria,0.342908,0.603876,193.54077,blues
3878,Frei zu sein,In Extremo,0.342908,0.334415,189.46567,blues
3879,Frei zu sein,In Extremo,0.342908,0.365951,210.52036,rock
3880,Signapur,In Extremo,0.342908,0.382593,286.82404,blues
3881,Vollmond,In Extremo,0.342908,0.351718,152.42404,country
3882,A Crow Left Of The Murder,Incubus,0.342908,0.350707,267.78077,rock
3883,Just A Phase,Incubus,0.342908,0.236434,171.49342,pop
3884,Warning,Incubus,0.342908,0.544322,270.10567,hip-hop
3885,Ihmisen Lento,Indica,0.342908,0.401735,200.30649,pop
3887,Valokeilojen vampyyri,Indica,0.342908,0.286008,204.14649,rock
3890,Hack 1/Charlie X,Information Society,0.342908,0.405597,174.81098,classical
3892,Make It Funky (Album Version),Information Society,0.342908,0.570107,135.49669,blues
3893,More to This,Information Society,0.342908,0.373621,396.5122,bass
3894,Seek 300,Information Society,0.342908,0.540008,225.14893,rap
3899,Goodness & Mercy,Ini Kamoze,0.342908,0.4472,166.05995,bass
3904,Silence tells you all,Ino,0.342908,0.389536,274.12853,blues
3905,Nuovi Re pt. I I (feat. Tek money - Lady Tambler),Inoki,0.342908,0.358845,254.32771,rock
3909,Commercial Reign,Inspiral Carpets,0.342908,0.391222,319.97342,hip-hop
3910,Keep The Circle Around,Inspiral Carpets,0.342908,0.501361,260.04853,rock
3911,Party In The Sky,Inspiral Carpets,0.342908,0.409818,245.39383,country
3912,Uniform (Scripka Mix),Inspiral Carpets,0.342908,0.463264,248.92036,rock
3914,Probka (Latvia),Intars Busulis,0.342908,0.279643,276.53179,classical
3919,Oute Mia Fora,Irini Merkouri,0.342908,0.338074,244.32281,pop
3921,Hold Me While I Cry,Irma Thomas,0.342908,0.280062,49.94567,rock
3922,I Gave You Everything,Irma Thomas,0.342908,0.329805,157.09995,pop
3923,I'm Gonna Cry Til' My Tears Run Dry,Irma Thomas,0.342908,0.301196,175.90812,pop
3925,The Same Love That Made Me Laugh  [LP Version],Irma Thomas,0.342908,0.350214,170.55302,country
3927,Os Dois IrreversAveis,IrreversAveis,0.342908,0.422846,436.21832,bass
3929,Kopla ja kummisetA$?,Irwin Goodman,0.342908,0.359291,160.9922,rock
3931,Onni,Irwin Goodman,0.342908,0.598555,297.53424,rap
3932,Raha ratkaisee,Irwin Goodman,0.342908,0.269571,180.32281,blues
3933,Terve menoo jA$?tkA$?nretale,Irwin Goodman,0.342908,0.320346,512.91383,blues
3935,Did You Ever Go Sailin',Isaacs,0.342908,0.359542,124.76036,country
3936,13 De Mayo,Isabel Pantoja,0.342908,0.365842,247.74485,blues
3937,Adelante,Isabel Pantoja,0.342908,0.45966,209.55383,blues
3938,Como Nadie Te He Querido,Isabel Pantoja,0.342908,0.349192,275.40853,rock
3939,Limosna De Amores,Isabel Pantoja,0.342908,0.359542,152.73751,country
3940,Porque Me Gusta A Morir,Isabel Pantoja,0.342908,0.477889,208.29995,hip-hop
3941,Si Tu Me Dices Ven,Isabel Pantoja,0.342908,0.4175,177.3971,blues
3943,Strange meeting,Ismael DueA+-as,0.342908,0.422472,322.87302,blues
3944,You do something to me,Ismael DueA+-as,0.342908,0.306676,878.75873,folk
3946,Not Forgotten,ISRAEL & NEW BREED,0.342908,0.384018,239.0722,blues
3947,Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,0.342908,0.275951,242.25914,folk
3949,Sixth of June,It Dies Today,0.342908,0.437465,193.35791,pop
3952,No One Ever Cared For Me Like Jesus,Ivan Parker,0.342908,0.317289,237.19138,rock
3955,I See War,IYOV,0.342908,0.405597,203.83302,pop
3958,Train Tracks,Izzy Stradlin And The Ju Ju Hounds,0.342908,0.405597,288.20853,folk
3959,Now U Got It,J Bostron & Beretta,0.342908,0.426852,187.97669,folk
3962,Keinu Kanssani (2003 Digital Remaster),J. Karjalainen & Mustat Lasit,0.342908,0.405597,113.05751,classical
3964,Jake,J. Peter Robinson,0.342908,0.449053,129.90649,rock
3965,I Feel So Good,J.B. Lenoir,0.342908,0.315104,451.02975,folk
3968,Dub It,J.C. Lodge,0.342908,0.312863,103.18322,folk
3970,Losers,J.J. Cale,0.342908,0.32079,186.67057,blues
3973,Sporting Life Blues (Album Version),J.J. Cale & Eric Clapton,0.342908,0.215959,176.63955,blues
3974,What It Do,J.R. Writer_ Jha Jha,0.342908,0.607972,235.25832,punk
3975,Al Munda Dios Amo (LP Version),Jaci Velasquez,0.342908,0.344872,135.00036,pop
3981,Monsoon,Jack Johnson,0.342908,0.338575,395.93751,blues
3983,You And Your Heart,Jack Johnson,0.342908,0.548534,247.14404,bass
3985,Nuits Orientales,Jack Miles,0.342908,0.317845,463.38567,blues
3986,Horrible,Jack Off Jill,0.342908,0.309691,71.1571,country
3991,Trane's Strain,Jack Sheldon,0.342908,0.405597,827.66322,classical
3992,Love Is Just Around The Corner (1996 Digital Remaster),Jackie Davis,0.342908,0.359709,174.68036,rock
3994,Ali Ba Ba,Jackie Edwards,0.342908,0.47726,134.81751,blues
4000,If I Can't Have You,Jackie Wilson,0.342908,0.460704,190.14485,blues
4001,I'm Wanderin',Jackie Wilson,0.342908,0.591628,247.7971,hip-hop
4007,Man Man,Jacky Cheung,0.342908,0.322468,242.07628,blues
4008,Zai Ai Shang Ni,Jacky Cheung,0.342908,0.334252,185.44281,blues
4012,Print,Jacob Young,0.342908,0.252838,239.80363,pop
4014,Chanson De La Patience,Jacques Douai,0.342908,0.423356,197.17179,folk
4016,Le Dormeur du Val,Jacques Douai,0.342908,0.423356,549.38077,folk
4018,Les Scieurs De Long,Jacques Douai,0.342908,0.353345,217.39057,blues
4019,L'Etang ChimA(c)rique,Jacques Douai,0.342908,0.13766,193.25342,folk
4021,Mes Belles Amourettes,Jacques Douai,0.342908,0.368689,318.22322,blues
4022,Pauvre Jean,Jacques Douai,0.342908,0.549204,88.73751,punk
4023,Laquelle Des Deux Est La Plus Snob,Jacques Dutronc,0.342908,0.497051,328.9073,rock
4025,Les Femmes Des Autres,Jacques Dutronc,0.342908,0.405597,228.33587,pop
